time_s,r=0.0cm,r=0.1cm,r=0.2cm,r=0.3cm,r=0.4cm,r=0.5cm,r=0.6cm,r=0.7cm,r=0.8cm,r=0.9cm,r=1.0cm,r=1.1cm,r=1.2cm,r=1.3cm,r=1.4cm,r=1.5cm,r=1.6cm,r=1.7cm,r=1.8cm,r=1.9cm,surface,radius_cm
110040,0.222383604981,0.221738660982,0.219797540762,0.216540303874,0.211929831117,0.205904767872,0.198366445727,0.189154085254,0.177994085156,0.164382334646,0.147249356321,0.123572368461,0.062598628639,,,,,,,,0.059037798072,1.201000000000
110100,0.222270815869,0.221626396722,0.219686850975,0.216432238464,0.211825442334,0.205805115747,0.198272609652,0.189067187040,0.177915335173,0.164313130659,0.147191529442,0.123529022537,0.062584592430,,,,,,,,0.059024947350,1.201000000000
110160,0.222158195679,0.221514300473,0.219576326475,0.216324333816,0.211721208008,0.205705610015,0.198178910162,0.188980413855,0.177836696860,0.164244023004,0.147133781110,0.123485733495,0.062570581778,,,,,,,,0.059012124083,1.201000000000
110220,0.222045744036,0.221402371864,0.219465966897,0.216216589576,0.211617127799,0.205606250354,0.198085346961,0.188893765431,0.177758169980,0.164175011478,0.147076111162,0.123442501223,0.062556596616,,,,,,,,0.058999328195,1.201000000000
110280,0.221933460566,0.221290610523,0.219355771877,0.216109005390,0.211513201369,0.205507036447,0.197991919752,0.188807241499,0.177679754295,0.164106095880,0.147018519436,0.123399325607,0.062542636878,,,,,,,,0.058986559610,1.201000000000
110340,0.221821344897,0.221179016080,0.219245741050,0.216001580905,0.211409428380,0.205407967974,0.197898628241,0.188720841793,0.177601449570,0.164037276008,0.146961005773,0.123356206532,0.062528702499,,,,,,,,0.058973818253,1.201000000000
110400,0.221709396658,0.221067588166,0.219135874054,0.215894315770,0.211305808497,0.205309044620,0.197805472135,0.188634566044,0.177523255567,0.163968551661,0.146903570009,0.123313143887,0.062514793413,,,,,,,,0.058961104050,1.201000000000
110460,0.221597615478,0.220956326412,0.219026170527,0.215787209635,0.211202341382,0.205210266067,0.197712451140,0.188548413988,0.177445172052,0.163899922640,0.146846211986,0.123270137558,0.062500909554,,,,,,,,0.058948416925,1.201000000000
110520,0.221486000988,0.220845230452,0.218916630110,0.215680262149,0.211099026702,0.205111632000,0.197619564964,0.188462385359,0.177367198790,0.163831388743,0.146788931543,0.123227187432,0.062487050857,,,,,,,,0.058935756805,1.201000000000
110580,0.221374552820,0.220734299920,0.218807252442,0.215573472964,0.210995864124,0.205013142105,0.197526813315,0.188376479892,0.177289335548,0.163762949773,0.146731728520,0.123184293397,0.062473217257,,,,,,,,0.058923123613,1.201000000000
110640,0.221263270607,0.220623534450,0.218698037165,0.215466841732,0.210892853314,0.204914796067,0.197434195902,0.188290697323,0.177211582091,0.163694605530,0.146674602759,0.123141455341,0.062459408689,,,,,,,,0.058910517277,1.201000000000
110700,0.221152153982,0.220512933679,0.218588983922,0.215360368107,0.210789993940,0.204816593575,0.197341712437,0.188205037390,0.177133938189,0.163626355816,0.146617554102,0.123098673153,0.062445625088,,,,,,,,0.058897937723,1.201000000000
110760,0.221041202581,0.220402497244,0.218480092356,0.215254051742,0.210687285672,0.204718534317,0.197249362629,0.188119499829,0.177056403607,0.163558200433,0.146560582389,0.123055946721,0.062431866390,,,,,,,,0.058885384876,1.201000000000
110820,0.220930416039,0.220292224783,0.218371362112,0.215147892294,0.210584728181,0.204620617980,0.197157146191,0.188034084379,0.176978978116,0.163490139186,0.146503687463,0.123013275933,0.062418132531,,,,,,,,0.058872858663,1.201000000000
110880,0.220819793993,0.220182115934,0.218262792836,0.215041889417,0.210482321136,0.204522844256,0.197065062835,0.187948790780,0.176901661484,0.163422171877,0.146446869166,0.122970660680,0.062404423446,,,,,,,,0.058860359012,1.201000000000
110940,0.220709336083,0.220072170339,0.218154384173,0.214936042771,0.210380064210,0.204425212834,0.196973112274,0.187863618771,0.176824453481,0.163354298310,0.146390127343,0.122928100849,0.062390739072,,,,,,,,0.058847885849,1.201000000000
111000,0.220599041946,0.219962387639,0.218046135772,0.214830352012,0.210277957076,0.204327723407,0.196881294224,0.187778568092,0.176747353878,0.163286518289,0.146333461836,0.122885596331,0.062377079345,,,,,,,,0.058835439100,1.201000000000
111060,0.220488911222,0.219852767475,0.217938047281,0.214724816800,0.210175999408,0.204230375667,0.196789608397,0.187693638485,0.176670362446,0.163218831621,0.146276872489,0.122843147016,0.062363444201,,,,,,,,0.058823018695,1.201000000000
111120,0.220378943554,0.219743309491,0.217830118350,0.214619436795,0.210074190880,0.204133169307,0.196698054512,0.187608829691,0.176593478957,0.163151238111,0.146220359146,0.122800752793,0.062349833577,,,,,,,,0.058810624560,1.201000000000
111180,0.220269138582,0.219634013332,0.217722348629,0.214514211659,0.209972531169,0.204036104022,0.196606632283,0.187524141454,0.176516703183,0.163083737565,0.146163921654,0.122758413554,0.062336247410,,,,,,,,0.058798256623,1.201000000000
111240,0.220159495951,0.219524878642,0.217614737770,0.214409141052,0.209871019950,0.203939179506,0.196515341428,0.187439573517,0.176440034898,0.163016329789,0.146107559856,0.122716129189,0.062322685637,,,,,,,,0.058785914813,1.201000000000
111300,0.220050015304,0.219415905067,0.217507285426,0.214304224638,0.209769656901,0.203842395455,0.196424181666,0.187355125623,0.176363473875,0.162949014592,0.146051273598,0.122673899589,0.062309148196,,,,,,,,0.058773599057,1.201000000000
111360,0.219940696286,0.219307092256,0.217399991249,0.214199462082,0.209668441700,0.203745751567,0.196333152716,0.187270797518,0.176287019888,0.162881791780,0.145995062726,0.122631724646,0.062295635023,,,,,,,,0.058761309284,1.201000000000
111420,0.219831538544,0.219198439856,0.217292854895,0.214094853048,0.209567374028,0.203649247538,0.196242254296,0.187186588946,0.176210672713,0.162814661162,0.145938927088,0.122589604250,0.062282146057,,,,,,,,0.058749045424,1.201000000000
111480,0.219722541724,0.219089947516,0.217185876020,0.213990397201,0.209466453563,0.203552883068,0.196151486128,0.187102499655,0.176134432125,0.162747622548,0.145882866529,0.122547538294,0.062268681235,,,,,,,,0.058736807405,1.201000000000
111540,0.219613705476,0.218981614887,0.217079054278,0.213886094209,0.209365679987,0.203456657855,0.196060847932,0.187018529391,0.176058297900,0.162680675746,0.145826880897,0.122505526670,0.062255240495,,,,,,,,0.058724595156,1.201000000000
111600,0.219505029448,0.218873441621,0.216972389329,0.213781943739,0.209265052983,0.203360571599,0.195970339431,0.186934677901,0.175982269814,0.162613820566,0.145770970040,0.122463569270,0.062241823777,,,,,,,,0.058712408607,1.201000000000
111660,0.219396513290,0.218765427368,0.216865880830,0.213677945460,0.209164572232,0.203264624002,0.195879960348,0.186850944934,0.175906347646,0.162547056819,0.145715133806,0.122421665987,0.062228431017,,,,,,,,0.058700247687,1.201000000000
111720,0.219288156653,0.218657571782,0.216759528440,0.213574099041,0.209064237419,0.203168814765,0.195789710406,0.186767330239,0.175830531174,0.162480384316,0.145659372043,0.122379816713,0.062215062156,,,,,,,,0.058688112327,1.201000000000
111780,0.219179959189,0.218549874518,0.216653331821,0.213470404154,0.208964048228,0.203073143591,0.195699589329,0.186683833566,0.175754820175,0.162413802868,0.145603684600,0.122338021343,0.062201717131,,,,,,,,0.058676002456,1.201000000000
111840,0.219071920553,0.218442335231,0.216547290633,0.213366860469,0.208864004344,0.202977610183,0.195609596843,0.186600454664,0.175679214429,0.162347312287,0.145548071327,0.122296279769,0.062188395882,,,,,,,,0.058663918005,1.201000000000
111900,0.218964040397,0.218334953577,0.216441404538,0.213263467658,0.208764105455,0.202882214246,0.195519732673,0.186517193285,0.175603713717,0.162280912386,0.145492532073,0.122254591886,0.062175098348,,,,,,,,0.058651858905,1.201000000000
111960,0.218856318376,0.218227729212,0.216335673200,0.213160225396,0.208664351247,0.202786955485,0.195429996546,0.186434049181,0.175528317818,0.162214602977,0.145437066688,0.122212957586,0.062161824468,,,,,,,,0.058639825086,1.201000000000
112020,0.218748754148,0.218120661796,0.216230096283,0.213057133355,0.208564741409,0.202691833605,0.195340388189,0.186351022104,0.175453026513,0.162148383875,0.145381675024,0.122171376765,0.062148574183,,,,,,,,0.058627816479,1.201000000000
112080,0.218641347367,0.218013750986,0.216124673451,0.212954191212,0.208465275630,0.202596848313,0.195250907331,0.186268111806,0.175377839585,0.162082254893,0.145326356930,0.122129849317,0.062135347432,,,,,,,,0.058615833016,1.201000000000
112140,0.218534097694,0.217906996443,0.216019404371,0.212851398642,0.208365953598,0.202501999317,0.195161553699,0.186185318043,0.175302756814,0.162016215845,0.145271112259,0.122088375137,0.062122144155,,,,,,,,0.058603874628,1.201000000000
112200,0.218427004786,0.217800397828,0.215914288710,0.212748755322,0.208266775006,0.202407286326,0.195072327025,0.186102640567,0.175227777985,0.161950266547,0.145215940861,0.122046954120,0.062108964293,,,,,,,,0.058591941247,1.201000000000
112260,0.218320068303,0.217693954802,0.215809326136,0.212646260931,0.208167739545,0.202312709047,0.194983227038,0.186020079135,0.175152902881,0.161884406814,0.145160842590,0.122005586162,0.062095807785,,,,,,,,0.058580032804,1.201000000000
112320,0.218213287907,0.217587667029,0.215704516317,0.212543915145,0.208068846907,0.202218267192,0.194894253469,0.185937633502,0.175078131285,0.161818636463,0.145105817297,0.121964271157,0.062082674573,,,,,,,,0.058568149233,1.201000000000
112380,0.218106663258,0.217481534172,0.215599858923,0.212441717646,0.207970096786,0.202123960471,0.194805406050,0.185855303424,0.175003462982,0.161752955309,0.145050864836,0.121923009002,0.062069564597,,,,,,,,0.058556290464,1.201000000000
112440,0.218000194021,0.217375555896,0.215495353625,0.212339668114,0.207871488875,0.202029788596,0.194716684513,0.185773088659,0.174928897758,0.161687363170,0.144995985059,0.121881799592,0.062056477799,,,,,,,,0.058544456431,1.201000000000
112500,0.217893879857,0.217269731867,0.215391000094,0.212237766230,0.207773022870,0.201935751278,0.194628088593,0.185690988965,0.174854435397,0.161621859863,0.144941177821,0.121840642826,0.062043414119,,,,,,,,0.058532647067,1.201000000000
112560,0.217787720432,0.217164061750,0.215286798002,0.212136011676,0.207674698466,0.201841848232,0.194539618023,0.185609004099,0.174780075687,0.161556445206,0.144886442975,0.121799538598,0.062030373499,,,,,,,,0.058520862304,1.201000000000
112620,0.217681715412,0.217058545214,0.215182747024,0.212034404135,0.207576515361,0.201748079170,0.194451272537,0.185527133820,0.174705818415,0.161491119018,0.144831780376,0.121758486806,0.062017355880,,,,,,,,0.058509102076,1.201000000000
112680,0.217575864462,0.216953181928,0.215078846834,0.211932943292,0.207478473251,0.201654443809,0.194363051871,0.185445377890,0.174631663367,0.161425881118,0.144777189879,0.121717487347,0.062004361205,,,,,,,,0.058497366317,1.201000000000
112740,0.217470167251,0.216847971559,0.214975097106,0.211831628832,0.207380571836,0.201560941862,0.194274955762,0.185363736067,0.174557610332,0.161360731324,0.144722671339,0.121676540119,0.061991389415,,,,,,,,0.058485654959,1.201000000000
